ph_suelo,nitrogeno,fosforo,potasio,humedad_suelo,radiacion_solar,riego_litros,tipo_fertilizante,incidencia_plagas,diametro_fruto,peso_promedio,clima_estacion,target_calidad
7.4427173906129225,99.28402167330005,29.334788031081736,33.721312419881116,52.914130551362845,789.6174605499197,41.17168715354194,Quimico,4,78.02479133993393,132.96873543492677,Otoño,Desecho
7.1187556813029795,80.72769056857771,72.57115832503476,187.24430137552804,68.698307962407,726.3449293957115,39.4903595821969,Ninguno,0,55.93144374116724,161.82406166430175,Primavera,Local
7.962388257379061,41.14958207485574,38.82684719169885,105.80574733190117,43.81455030382866,622.6820195457714,23.218545648424982,Quimico,3,57.87705589419751,158.6726672472274,Otoño,Desecho
5.852164493783191,107.1065830399624,8.085960366111514,14.67303076275568,25.055747175120004,466.09983376100473,22.528966080825285,Organico,2,66.60810338253116,125.91291172210909,Otoño,Desecho
7.073193220777948,63.76443571260858,9.385407202527576,112.10726607866285,41.059125109080014,967.4021019984486,6.686242191728222,Quimico,3,58.975204618195434,122.48485437381048,Primavera,Exportacion
7.867835905710987,27.883811985754395,63.40120856637281,45.06072391500959,68.87847039464977,277.3462102477558,8.719008238501743,Organico,2,74.46663392651112,162.60104213760107,Otoño,Exportacion
7.359173535264565,129.18538729579174,32.58648069185248,47.2051199768455,60.0074824032321,822.2841072744525,44.258289577654736,Quimico,1,69.82760013558422,204.09599622725526,Primavera,Local
6.340369938962947,35.38858050695655,21.016205637892433,124.07115571090256,52.38105366248634,430.70764733879395,41.264377120395544,Ninguno,1,71.3257977396446,108.11729163191255,Verano,Exportacion
5.798127083622974,85.69925629602882,57.47467975106401,53.01286427649222,58.56848551436965,777.9211356059544,5.948923371820306,Organico,0,82.9794734725337,133.7124525756193,Otoño,Desecho
7.909416251897582,110.95643464977977,31.451466957282804,50.656403572358144,68.39373149453763,247.31891961796197,44.72053530650469,Quimico,3,66.66415153555849,150.376577757148,Verano,Local
5.6797592924539755,100.67833859206189,11.966852979492224,112.78236926321104,20.63041842557123,435.97387973518516,32.62456674713343,Quimico,4,58.896054802078154,153.02540631576187,Verano,Desecho
7.937921141805279,32.520330044152466,23.390327096731774,54.737295770004934,68.93468727893395,951.5316933523292,41.08636039029066,Organico,1,68.10773359126641,145.5708723303761,Otoño,Exportacion
6.258779249068786,37.179337725795975,78.90113838864389,30.997394895183298,66.46108353500333,601.5657127678278,27.61370254208852,Quimico,1,48.877937868524164,223.09090719571478,Primavera,Desecho
7.650777774004616,30.838717727778203,85.94108936483269,87.568813918707,43.42416040203521,542.1240776282481,11.778187033616764,Ninguno,2,68.53354516972595,142.2981986025534,Primavera,Local
6.8857794473861444,20.15660633531682,87.8540247473492,19.879703256901614,38.20159708840481,776.8962589123037,21.060072552266455,Organico,0,45.310538262476115,103.91493561154633,Verano,Local
7.781476323561381,49.658287618576686,55.80912320576684,182.0113869084113,75.27909864305931,475.3482997124541,25.25130849140788,Ninguno,0,70.42378040699538,193.20876621429647,Primavera,Exportacion
6.566547329039501,83.37936759071445,95.34035754626049,95.79210902761031,67.3592529238993,543.7220958950445,38.92604639121409,Organico,2,81.26292345161119,116.09980100752708,Otoño,Local
